instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
BSE_EQ|INE532F07BS0,960418,EFSLGSEC26,EFSLGSEC14126PVT,109825,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE760I07060,960420,1101MEC31A,MECL110114131PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN2220230212,810990,748MAHSDL35,748MAHSDL35,100,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE432R07265,960422,942SHFL31,SHFL94215131PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE721A07RJ5,974717,9SFL24,SFL924624PVT,82008,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE601U08184,960424,955TMFPER,TMFL955PERPETUL,1050000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE812V07047,960426,745THDC31,THDCIL74520131PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE020B08DL4,960428,797RECPER,RECL797PERPETUALPVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE242A08494,960429,560IOCL26,IOCL56023126PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE160A08183,960430,860PNBPERP,PNB860PERPETUALAT1PVT,1023000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE860H08DN6,957637,925ABFL25B,ABFL92522825PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE522D07BX6,960436,857MFL28,MFL85728128PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE020B08DN0,960438,663REC31,REC66328131PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE503B07036,960441,1875SEIL28,SEIL187531328PVT,715557,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE220G07119,973813,773JSL25,JSL77324525PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0GN515015,960448,1522RSOT61,RSOT152222361PTC,156.85,,,0.01,1000,EQUITY,,BSE_EQ
BSE_EQ|INE131H01028,501700,INDIANVSH,INDIANIVESH LTD,11.45,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE065507340,960454,AFINIF24A,AFIPLNIFTY7127PVT,100000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE722A07AN1,960462,925SFL30,SFL9258230PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE722A07AO9,960463,95SFL31,SFL9507231PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE523H07BJ4,960469,875JFP31,JFP87512231PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE04Q907066,960472,1225DCCL26,DCCL122510226PVT,500000,,,0.01,2,EQUITY,,BSE_EQ
BSE_EQ|INE134E08ML8,974779,755PFCL26,PFC75515726PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE589A08035,960476,605NLC26,NLCIL60512226PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE891K08067,960477,745AFL31,AFL74514231PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE848E07BO2,960478,686NHPC27,NHPC68612227PVT,100000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE848E07BQ7,960480,686NHPC29,NHPCL68612229PVT,100000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE848E07BR5,960481,686NHPC30,NHPCL68612230PVT,100000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE848E07BS3,960482,686NHPC31,NHPCL68612231PVT,100000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE848E07BT1,960483,686NHPC32,NHPCL68612232PVT,100000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE848E07BU9,960484,686NHPC33,NHPCL68611233PVT,100000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE848E07BW5,960486,686NHPC35,NHPCL68612235PVT,100000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE848E07BX3,960487,686NHPC36,NHPCL68612236PVT,100000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE146O08167,960489,975HLFL26,HLFL97518826PVT,1011950,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE860H07HE8,960492,724ABFL30,ABFL72418231PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE760I07078,960495,1096MECL31,MECL109617231PVT,950000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE134E08MD5,974659,782PFCL33,PFC78211333PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE040A08872,958353,9HDFCB28,HDFCB911128PVT,250000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE348L08090,974720,1075MSFS28,MFSL1075271028PVT,98352.49,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE142K01011,534532,LYPSAGEMS,LYPSA GEMS  JEWELLERY LTD,6.38,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE831R08027,957442,91ABHF26A,ABHFL9107726PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE831R08035,957443,91ABHF26B,ABHFL91013726PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE831R08043,957444,899ABHF26,ABHFL89924726PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE002A08542,958354,895RIL28,RIL89591128PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE01A207112,974721,875JFHLL26,JFHLL87528626PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF200KA16X6,543884,SFMP81DR,SBI MUTUAL FUND,10,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE027E07998,936532,898LTF29,LTF89813329NCD,1026,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE310A07012,973833,680NL25,NL6807325PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE027208029,974722,825BOB33,BOBCARD82525333PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE834M01019,534597,RTNINDIA,RATTANINDIA ENTERPRISES LIMITE,72.54,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE735M01018,534598,SAMPANN,SAMPANN UTPADAN INDIA LIMITED,21.05,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE377E01016,501831,COASTCORP,COASTAL CORPORATION LTD,243.45,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE391J01024,534600,JTLIND,JTL INDUSTRIES LIMITED,235.1,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE490A01015,501833,CHOWGULSTM,CHOWGULE STEAMSHIPS LTD,30.95,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE040A08633,973837,718HDFCB32,HDFCB71810332PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE436N01029,534612,AMTL,ADVANCE METERING TECHNOLOGY LT,48.51,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE721A08DE4,958511,1025SF24,SFL1025271224PVT,1009500,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE553C01016,534615,NECCLTD,NORTH EASTERN CARRYING CORPORA,25.38,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE446C01013,501848,GLOBOFFS,GLOBAL OFFSHORE SERVICES LTD,48.29,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE299N01021,534618,WAAREERTL,WAAREE RENEWABLE TECHNOLOGIES,2871.4,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE836K07031,974723,EFCL280323,EFCL4425PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE524N01014,534623,JUPITERIN,JUPITER INFOMEDIA LTD,47.54,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE804I07E59,952901,918ECL25,ECL918101025PVT,500000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE581M01016,534639,VINAYAKPOL,VINAYAK POLYCON INTERNATIONAL,25.95,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE774D07UW5,974724,825MMFSL25,MMFSL82528325PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE427F01016,542399,CHALET,CHALET HOTELS LIMITED,863,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE202E07211,935616,753IREDA26,IREDA75321126TAXFEEENCD,1038.28,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE131N01018,534659,JOINTECAED,JOINTECA EDUCATION SOLUTIONS L,14.01,,,0.01,8000,EQUITY,,BSE_EQ
BSE_EQ|INE528S08068,957463,10ERFLPER,ERFL1000PERPETUALPVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE134E08MC7,974660,777PFCL26,PFC77715726PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE741L01018,534674,DUCON,DUCON INFRATECHNOLOGIES LTD,7.07,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE195N01013,534675,PROZONER,PROZONE REALTY LIMITED,32.62,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE559N01010,534680,SRGHFL,SRG HOUSING FINANCE LTD,271.7,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE456N01019,534691,COMCL,COMFORT COMMOTRADE LTD,23.85,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE511C14WJ2,726757,PFL20324,PFL19624CP,500000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INY020020106,800145,0795GOI32,795 GOI 2032,121.1,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE892L01019,534708,SHANTIGURU,SHANTI GURU INDUSTRIES LIMITED,15.45,,,0.01,3000,EQUITY,,BSE_EQ
BSE_EQ|INE774D07UT1,974726,825MMFSL26,MMFSL82526326PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE040A08492,956177,150HDFCB27,HDFCB15013427PVT,1.00E+07,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE721A07RI7,974692,895SFL25A,SFL895SPREAD21425PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE176N01021,534732,CASPIAN,CASPIAN CORPORATE SERVICES LIM,50.25,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE175N01023,534733,AERPACE,AERPACE INDUSTRIES LIMITED,17.56,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE774D07UU9,974727,825MMFS28A,MMFSL825280328PVT,100,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE247C01023,534741,VIRTUALG,VIRTUAL GLOBAL EDUCATION LTD,0.89,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE840M01016,534742,ZUARI,ZUARI AGRO CHEMICALS LTD,185.5,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE503B01021,534748,STEELXIND,STEEL EXCHANGE INDIA LTD,14.47,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE234G01022,534755,TRIOMERC,TRIO MERCANTILE  TRADING LTD,1.04,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE675C01017,534758,CIGNITITEC,CIGNITI TECHNOLOGIES LTD,1329.9,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE311H01018,532820,ELAND,ELAND APPAREL LIMITED,7.85,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE216P07225,973863,625AFL27,AFL625250327PVT,600000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE419U08017,974728,HMTLTBIL26,HMTLTBILLSSPREAD27326PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE871D07RD5,957481,840ILFS25A,ILFSL8406225PVT,1000,,,0.01,1000,EQUITY,,BSE_EQ
BSE_EQ|INE443A01030,502015,ASIIL,ASI INDUSTRIES LIMITED,23.25,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE261F08DZ5,974729,778NABAR38,NBARD77829338PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE752H01013,534804,CARERATING,CARE RATINGS LIMITED,1190.95,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE785M01013,534809,PCJEWELLER,PC JEWELLER LTD,50.94,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE532F07CF5,937631,915EFSL26,EFSL91510926NCD,932,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE121J01017,534816,INDUSTOWER,INDUS TOWERS LIMITED,351.05,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE539K07254,974730,825HDFCC28,HDFCCFSL82529328PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE302E08027,936690,1025SFL24,SFL102515624NCD,851,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE229C01021,502090,SAGCEM,SAGAR CEMENTS LTD,212.45,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE540P07376,973879,97UPPCL26,UPPCL97030326PVT,1028000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE03W107207,974731,930ARKA26A,AFL93028626PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE540P07434,973883,97UPPCL32,UPCL9722332PVT,1055000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE515Q08218,974732,1310AFPL28,AFPL131029828PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE07BK01011,502133,HEMACEM,HEMADRI CEMENTS LTD,107.95,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE583C01021,502137,DECCANCE,DECCAN CEMENTS LTD,634.15,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE347A01017,502157,MANGLMCEM,MANGALAM CEMENT LTD,911.45,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE732C01016,502168,NCLIND,NCL INDUSTRIES LTD,209.7,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE016P07187,973892,VFSPL30322,VFSPL3MTBILL30326PVT,500000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE626A01014,502175,SAURASHCEM,SAURASHTRA CEMENT LTD,114.65,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE232A01011,502180,SHREDIGCEM,SHREE DIGVIJAY CEMENT COLTD,111.7,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE065507191,959242,1275AFI25,AFI1275122025PVT,100000,,,0.01,10,EQUITY,,BSE_EQ
BSE_EQ|INE836B07642,973897,1177SCNL26,SCNL117730326PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0A0S01010,543917,SIGMA,SIGMA SOLVE LIMITED,405.35,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE665J01013,534976,VMART,VMART RETAIL LTD,2102.25,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE294Z01018,542460,ANUP,THE ANUP ENGINEERING LTD,2066.75,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE347D01011,502250,LERTHAI,LERTHAI FINANCE LIMITED,420,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE650D08013,973907,7RMIL26,RMIL731526PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE752E08692,974737,756PGCIL33,PGCIL75631333PVT,90000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE094C01011,502281,TRIVENIGQ,TRIVENI GLASS LTD,23.03,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE416N01013,502294,NILACHAL,NILACHAL REFRACTORIES LTD,54.72,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE331A07299,974738,790TRCL28,TRCL79029328PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF109KA1962,537008,NIF100IETF,ICICI PRUDENTIAL NIFTY 100 ETF,256.59,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE860H07BZ6,957531,871ABFL25,ABFL871311025PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE261F07024,935688,729NABAR26,NABARD72923326NCDS,1040,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE435A01028,502330,ANDHRAPAP,ANDHRA PAPER LIMITED,519.9,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE787D01026,502355,BALKRISIND,BALKRISHNA INDUSTRIES LTD,2463.65,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE031A07AT4,935674,769HUDCO31,HUDCO76915331TAXFREENCD,1145,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE503A08051,974740,935DBL33,DBL93528333PVT,1.00E+07,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE149O01018,535136,NIBE,NIBE LIMITED,1436.4,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE985V07058,974741,950AFPL26,AFPL95027326PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE140A07674,973930,PELGSEC24D,PELGSEC41124PVT,1001689,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE592A01026,502420,ORIENTPPR,ORIENT PAPER  INDUSTRIES LTD,55.07,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE723X07174,974742,890TIAPL28,TIAPL8907428PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE889Q07136,974649,1950EIPL26,EIPL1950301126PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE160O01031,535204,MUKTA,MUKTA AGRICULTURE LIMITED,4.02,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE159O01033,535205,MYSTICELE,MYSTIC ELECTRONICS LIMITED,3.55,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE906D01014,502445,CITADEL,CITADEL REALTY AND DEVELOPERS,38.69,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE927A01040,502448,ROLLT,ROLLATAINERS LTD,3.36,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE630A01024,502450,SESHAPAPER,SESHASAYEE PAPER  BOARDS LTD,331.05,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE849D08TU9,952095,910ISEC25,ISECPD91029425PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN0020130079,800163,923GOI2043,923GOI2043,98.79,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE884Q07640,973944,1177MML26,MML117723526PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE274M01026,535267,COMFINCAP,COMFORT FINCAP LTD,9.37,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0LQT08018,974664,98BTPL26,BTPL98014326PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF200K01VT2,535276,SBISENSEX,SBI MUTUAL FUND  SBI ETF SENS,800.2,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE583M01012,535279,BMAL,BOTHRA METALS  ALLOYS LTD,11.6,,,0.01,4000,EQUITY,,BSE_EQ
BSE_EQ|INE0CCU07108,975537,793MBPR27,MBPR79320327REIT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE905Y07084,974746,829KIDFL28,KIDFL82920728PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE752E08650,959825,628PGCIL31,PGCIL62811431PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE612J01015,535322,REPCOHOME,REPCO HOME FINANCE LTD,513,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE393A01011,504286,DELTAMAGNT,DELTA MANUFACTURING LIMITED,104.55,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE777A01023,502587,NATHIND,NATH INDUSTRIES LIMITED,73.28,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE464D01014,502589,VAPIENTER,VAPI ENTERPRISE LIMITED,133.55,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE0PEU15018,974748,1175INDI25,INDIGO035117517125PTC,1,,,0.01,100000,EQUITY,,BSE_EQ
BSE_EQ|INF174K01OD8,535371,KTKFMP100G,KOTAK MAHINDRA MUTUAL FUND  K,10,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF174K01OE6,535374,KTKFMP100D,KOTAK MAHINDRA MUTUAL FUND  K,9.95,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF174K01OF3,535375,KTKFMP100GD,KOTAK MAHINDRA MUTUAL FUND  K,10,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE01A207104,973966,775JMFHL26,JMFHL775310526PVT,750000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE191O01010,535387,LAKHOTIA,LAKHOTIA POLYESTERS INDIA LT,35.81,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE760I07086,974749,1055MECL33,MECL10553433PVT,112500,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE557F09278,961400,975NHB25,NHBSSB9751092025PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE557F09286,961403,975NHB25A,NHBSSB9751092025APVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE432R07364,974665,895SHFL26,SHFL89513326PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204KB1221,535427,RFXXIII8DG,RELIANCE FIXED HORIZON FUND XX,10,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204KB1205,535429,RFHXXIII8G,RELIANCE FIXED HORIZON FUND X,10,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE168O01026,535431,GCMSECU,GCM SECURITIES LTD,0.91,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE302E08043,936694,SFL24,SFLZC15624NCD,1673,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF174K01OH9,535439,KTKFMP101G,KOTAK MAHINDRA MUTUAL FUND  K,10,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF174K01OI7,535440,KTKFMP101D,KOTAK MAHINDRA MUTUAL FUND  K,10,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF174K01OJ5,535441,KTKFMP101GD,KOTAK MAHINDRA MUTUAL FUND  K,10,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204KB16B2,542663,NXLI8D,RELIANCE MUTUAL FUND,10,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE047O01014,535458,NIBL,NRB INDUSTRIAL BEARINGS LTD,35.2,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE866I08279,936476,10IIFL29,IFL107229NCD,952,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF194KB1769,542537,IDFTP179RP,BANDHAN MUTUAL FUND,10,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE756I08173,958385,97HFSL28,HFSL97151128PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0M2307107,973987,962APSB32,APSBCL96231532PVT,1043699,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE0M2307032,973988,962APSB25,APSBCL96230525PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE748D01010,535514,PRIMECAPM,PRIME CAPITAL MARKET LTD,9.1,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN0020120039,800172,833GOI2026,833GOI2026,95.02,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE804IA7139,936722,995ECL29A,EFL99523529NCD,963.8,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN0020070069,800173,828GOI2027,828GOI2027,98,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE902D01013,535566,KIFS,KIFS FINANCIAL SERVICES LTD,157,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE242A08528,974000,779IOCL32,IOCL77912432PVT,1000000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE501X07562,975539,95AFPL25,AFPL950071025PVT,100000,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE498A01018,502820,DCM,DCM LTD,75.17,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE099F01013,535601,SREEL,SREELEATHERS LTD,297,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE597I01028,535602,SHARDAMOTR,SHARDA MOTOR INDUSTRIES LTD,1503.9,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE837X01027,502850,ZGAEKWAR,GAEKWAR MILLS LTD,12.52,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE159L01013,535621,SVGLOBAL,S V GLOBAL MILL LTD,93.25,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE518A01013,502865,FORBESCO,FORBES  COMPANY LTD,664.15,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE950C01014,502873,HPCOTTON,HPCOTTON TEXTILE MILLS LTD,135,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE807O01011,535647,SDC,SDC TECHMEDIA LIMITED,8.49,,,0.01,10000,EQUITY,,BSE_EQ
BSE_EQ|INE599M01018,535648,JUSTDIAL,JUST DIAL LTD,1095.6,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE860E01011,535657,OONE,OBJECTONE INFORMATION SYSTEMS,17.42,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE706D01018,502893,UNITEDINT,UNITED INTERACTIVE LTD,58.2,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|IN0020130053,800177,920GOI2030,920GOI2030,96.68,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE474O01010,535667,IFINSEC,INDIA FINSEC LTD,108.6,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE462D01026,502901,JAMSHRI,JAMSHRI REALTY LIMITED,8298.5,,,0.05,1,EQUITY,,BSE_EQ
BSE_EQ|INE530L07210,935786,957NIDO26,NIDO95719726NCD,952.01,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INE206N01018,504341,RELTD,RAVINDRA ENERGY LIMITED,66.45,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204K01V38,535683,RMFINAFDG8,RELIANCE YEARLY INTERVAL FUND,10,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204K01V04,535684,RMFINAFRG8,RELIANCE YEARLY INTERVAL FUND,10,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204K01V46,535685,RMFINAFDD8,RELIANCE YEARLY INTERVAL FUND,10,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204K01V12,535686,RMFINAFRD8,RELIANCE YEARLY INTERVAL FUND,10,,,0.01,1,EQUITY,,BSE_EQ
BSE_EQ|INF204K01V53,535687,RMFINAFDR8,RELIANCE YEARLY INTERVAL FUND,10,,,0.01,1,EQUITY,,BSE_EQ
